date,nav,ticker
2020-05-08,119.50688269605931,FUND1
2020-05-11,116.76847523414207,FUND1
2020-05-12,117.93351573998928,FUND1
2020-05-13,120.71590893775289,FUND1
2020-05-14,122.18806104092464,FUND1
2020-05-15,121.35120109269994,FUND1
2020-05-18,121.6188829846252,FUND1
2020-05-19,121.38638724563096,FUND1
2020-05-20,121.53697445382532,FUND1
2020-05-21,121.48556528821959,FUND1
2020-05-22,120.7246638041193,FUND1
2020-05-25,121.77212134580301,FUND1
2020-05-26,121.10475976772787,FUND1
2020-05-27,122.07539678110393,FUND1
2020-05-28,121.5437612464265,FUND1
2020-05-29,122.33536887903418,FUND1
2020-06-01,122.03829914475337,FUND1
2020-06-02,120.93888846303452,FUND1
2020-06-03,120.33229695187397,FUND1
2020-06-04,122.8139541883565,FUND1
2020-06-05,119.67729678138117,FUND1
2020-06-08,119.08660930704849,FUND1
2020-06-09,119.6803971867906,FUND1
2020-06-10,122.0967047347276,FUND1
2020-06-11,120.914073696078,FUND1
2020-06-12,118.95732523709393,FUND1
2020-06-15,121.31756304366887,FUND1
2020-06-16,120.14842988765508,FUND1
2020-06-17,117.97002871623681,FUND1
2020-06-18,118.62792640725883,FUND1
2020-06-19,117.46393292317887,FUND1
2020-06-22,116.54062394749714,FUND1
2020-06-23,116.54062394749714,FUND1
2020-06-24,117.08252912933457,FUND1
2020-06-25,118.20801300666426,FUND1
2020-06-26,117.3515964238383,FUND1
2020-06-29,117.07168968439416,FUND1
2020-06-30,118.32581697396417,FUND1
2020-07-01,117.33755450921845,FUND1
2020-07-02,119.92529240582435,FUND1
2020-07-03,120.01295703929493,FUND1
2020-07-06,117.58341737813251,FUND1
2020-07-07,117.63025659888847,FUND1
2020-07-08,117.95210627073938,FUND1
2020-07-09,118.9775810636414,FUND1
2020-07-10,120.56266960806738,FUND1
2020-07-13,120.75838983609322,FUND1
2020-07-14,118.67692228284162,FUND1
2020-07-15,119.22213011642673,FUND1
2020-07-16,118.35981252927184,FUND1
2020-07-17,119.39197531920058,FUND1
2020-07-20,120.11018536961997,FUND1
2020-07-21,120.8756221376724,FUND1
2020-07-22,120.8756221376724,FUND1
2020-07-23,122.84913536576403,FUND1
2020-07-24,124.98447278055593,FUND1
2020-07-27,126.27462444655049,FUND1
2020-07-28,129.29060785623292,FUND1
2020-07-29,130.88072777390698,FUND1
2020-07-30,129.93230840353326,FUND1
2020-07-31,130.40089113921678,FUND1
2020-08-03,130.1232295936275,FUND1
2020-08-04,130.1232295936275,FUND1
2020-08-05,132.70082558317705,FUND1
2020-08-06,131.53718022464238,FUND1
2020-08-07,131.52668844301257,FUND1
2020-08-10,129.81454784209922,FUND1
2020-08-11,129.09397853438878,FUND1
2020-08-12,127.82517779676705,FUND1
2020-08-13,128.1110627718021,FUND1
2020-08-14,126.1777206268808,FUND1
2020-08-17,124.29225730408626,FUND1
2020-08-18,121.68099542359568,FUND1
2020-08-19,120.19965016856192,FUND1
2020-08-20,120.19965016856192,FUND1
2020-08-21,121.01392255941867,FUND1
2020-08-24,121.55115776191808,FUND1
2020-08-25,119.39986538956826,FUND1
2020-08-26,119.56360081516424,FUND1
2020-08-27,120.08294431786351,FUND1
2020-08-28,119.89776809016513,FUND1
2020-08-31,119.89776809016513,FUND1
2020-09-01,122.18105416297875,FUND1
2020-09-02,120.98486980270992,FUND1
2020-09-03,121.431126667974,FUND1
2020-09-04,122.15477510707298,FUND1
2020-09-07,120.4643517045073,FUND1
2020-09-08,123.81720559370955,FUND1
2020-09-09,123.78523069689251,FUND1
2020-09-10,123.78978730776386,FUND1
2020-09-11,124.40555115073613,FUND1
2020-09-14,124.40555115073613,FUND1
2020-09-15,127.552607597878,FUND1
2020-09-16,127.68532078020918,FUND1
2020-09-17,127.5232789957092,FUND1
2020-09-18,128.82845353602278,FUND1
2020-09-21,129.42278663247146,FUND1
2020-09-22,129.5812073343857,FUND1
2020-09-23,131.2280670691754,FUND1
2020-09-24,130.13201925669273,FUND1
2020-09-25,131.22247118256956,FUND1
2020-09-28,130.59483429369175,FUND1
2020-09-29,130.7786433008884,FUND1
2020-09-30,133.12039054403385,FUND1
2020-10-01,132.6519316364552,FUND1
2020-10-02,133.003623441948,FUND1
2020-10-05,132.46535325822498,FUND1
2020-10-06,135.5691438723869,FUND1
2020-10-07,134.08059110452416,FUND1
2020-10-08,136.27486338422062,FUND1
2020-10-09,136.6488997820691,FUND1
2020-10-12,135.1391853172287,FUND1
2020-10-13,136.7837861963947,FUND1
2020-10-14,137.1484416601882,FUND1
2020-10-15,135.42761893858486,FUND1
2020-10-16,136.1461824798544,FUND1
2020-10-19,134.74201137444425,FUND1
2020-10-20,135.53902584081519,FUND1
2020-10-21,137.26225132726995,FUND1
2020-10-22,139.29631528544652,FUND1
2020-10-23,140.47522707636128,FUND1
2020-10-26,141.5306051898019,FUND1
2020-10-27,140.34443368649806,FUND1
2020-10-28,140.6445251459901,FUND1
2020-10-29,138.82326506312094,FUND1
2020-10-30,137.6629713965032,FUND1
2020-11-02,137.49494866258937,FUND1
2020-11-03,138.39288909102086,FUND1
2020-11-04,137.8048726469567,FUND1
2020-11-05,138.1743174948135,FUND1
2020-11-06,142.4439997956489,FUND1
2020-11-09,142.27068511258352,FUND1
2020-11-10,138.6563792512908,FUND1
2020-11-11,138.6563792512908,FUND1
2020-11-12,140.82649219124718,FUND1
2020-11-13,142.23398209835324,FUND1
2020-11-16,142.20635544122527,FUND1
2020-11-17,144.41947423452277,FUND1
2020-11-18,143.38118744231397,FUND1
2020-11-19,143.0146200610467,FUND1
2020-11-20,140.36953652995336,FUND1
2020-11-23,139.87013506685037,FUND1
2020-11-24,137.58302217122355,FUND1
2020-11-25,137.86570804122644,FUND1
2020-11-26,137.86570804122644,FUND1
2020-11-27,137.86570804122644,FUND1
2020-11-30,138.94921083958408,FUND1
2020-12-01,138.94921083958408,FUND1
2020-12-02,141.61557289495914,FUND1
2020-12-03,139.3661204824755,FUND1
2020-12-04,139.70039090571328,FUND1
2020-12-07,139.6702814965024,FUND1
2020-12-08,139.9925811625472,FUND1
2020-12-09,141.17461654315738,FUND1
2020-12-10,140.9694046614817,FUND1
2020-12-11,141.21661654671794,FUND1
2020-12-14,137.71963989535166,FUND1
2020-12-15,138.4978051074495,FUND1
2020-12-16,136.5033363129806,FUND1
2020-12-17,136.66591560193498,FUND1
2020-12-18,137.03182163036382,FUND1
2020-12-21,134.092641733555,FUND1
2020-12-22,137.59561769932344,FUND1
2020-12-23,135.02472655852105,FUND1
2020-12-24,135.12258155265465,FUND1
2020-12-25,135.6831598118434,FUND1
2020-12-28,136.56422651313812,FUND1
2020-12-29,135.99319624707277,FUND1
2020-12-30,134.1669786804752,FUND1
2020-12-31,134.70406669585486,FUND1
2021-01-01,133.47958815945606,FUND1
2021-01-04,132.4635471699748,FUND1
2021-01-05,132.2650594082743,FUND1
2021-01-06,133.252102554972,FUND1
2021-01-07,135.2409321394169,FUND1
2021-01-08,135.23189297583872,FUND1
2021-01-11,135.6691678169067,FUND1
2021-01-12,135.6691678169067,FUND1
2021-01-13,137.5485567750807,FUND1
2021-01-14,137.44944274950083,FUND1
2021-01-15,138.76543720757482,FUND1
2021-01-18,140.750483241703,FUND1
2021-01-19,141.09819487256993,FUND1
2021-01-20,140.89782596856622,FUND1
2021-01-21,142.05995084908196,FUND1
2021-01-22,141.32719821838663,FUND1
2021-01-25,141.83735391327352,FUND1
2021-01-26,142.5195028228957,FUND1
2021-01-27,142.34320124611276,FUND1
2021-01-28,144.48504025174532,FUND1
2021-01-29,145.4194880393692,FUND1
2021-02-01,146.4888689956635,FUND1
2021-02-02,145.45716980227982,FUND1
2021-02-03,146.58267805148176,FUND1
2021-02-04,147.8628496948287,FUND1
2021-02-05,148.83762969410128,FUND1
2021-02-08,145.4287519176924,FUND1
2021-02-09,147.7714617063353,FUND1
2021-02-10,147.79456506352614,FUND1
2021-02-11,147.79456506352614,FUND1
2021-02-12,147.63805330503243,FUND1
2021-02-15,150.77620622654163,FUND1
2021-02-16,148.28469297353888,FUND1
2021-02-17,145.87068436315306,FUND1
2021-02-18,149.55103730869587,FUND1
2021-02-19,150.40830367857097,FUND1
2021-02-22,151.46517420093875,FUND1
2021-02-23,153.41958710797263,FUND1
2021-02-24,154.14743207253852,FUND1
2021-02-25,153.2503552507802,FUND1
2021-02-26,153.2503552507802,FUND1
2021-03-01,156.19788431822423,FUND1
2021-03-02,157.43365658074165,FUND1
2021-03-03,157.56040680372735,FUND1
2021-03-04,157.95891703245536,FUND1
2021-03-05,157.95891703245536,FUND1
2021-03-08,161.3127767915502,FUND1
2021-03-09,161.5775237094444,FUND1
2021-03-10,158.85911589525952,FUND1
2021-03-11,161.30296661489228,FUND1
2021-03-12,160.0760522485563,FUND1
2021-03-15,159.7625222502085,FUND1
2021-03-16,158.04578089096532,FUND1
2021-03-17,158.13506827410527,FUND1
2021-03-18,156.73272082912922,FUND1
2021-03-19,155.3096798230829,FUND1
2021-03-22,154.89457812328686,FUND1
2021-03-23,156.79201777586633,FUND1
2021-03-24,157.8786604609075,FUND1
2021-03-25,159.43029684769462,FUND1
2021-03-26,161.93578712191317,FUND1
2021-03-29,163.52963791142287,FUND1
2021-03-30,161.7765501866717,FUND1
2021-03-31,161.2135772506468,FUND1
2021-04-01,162.1315311904439,FUND1
2021-04-02,161.3441369797794,FUND1
2021-04-05,163.65689658585902,FUND1
2021-04-06,162.4395100016129,FUND1
2021-04-07,163.20532333802734,FUND1
2021-04-08,164.9690617366781,FUND1
2021-04-09,164.90547728959598,FUND1
2021-04-12,163.80158040773324,FUND1
2021-04-13,162.53383299919088,FUND1
2021-04-14,164.21122919858055,FUND1
2021-04-15,163.32838101286328,FUND1
2021-04-16,161.83615233834544,FUND1
2021-04-19,158.77265794972308,FUND1
2021-04-20,158.77265794972308,FUND1
2021-04-21,154.77266009049407,FUND1
2021-04-22,157.51569254128734,FUND1
2021-04-23,160.86691222612941,FUND1
2021-04-26,161.26500308279785,FUND1
2021-04-27,167.25533489260715,FUND1
2021-04-28,167.9582803936875,FUND1
2021-04-29,168.65366142798607,FUND1
2021-04-30,165.17230308789968,FUND1
2021-05-03,171.22169232432483,FUND1
2021-05-04,168.28587380921508,FUND1
2021-05-05,164.524370752817,FUND1
2021-05-06,165.00748701288214,FUND1
2021-05-07,165.75318576582222,FUND1
2021-05-10,167.09131054284586,FUND1
2021-05-11,166.94353449079998,FUND1
2021-05-12,166.94353449079998,FUND1
2021-05-13,169.73467336202634,FUND1
2021-05-14,173.48551740845497,FUND1
2021-05-17,175.39852150893336,FUND1
2021-05-18,175.39852150893336,FUND1
2021-05-19,175.39852150893336,FUND1
2021-05-20,172.81566782193968,FUND1
2021-05-21,170.49428560319512,FUND1
2021-05-24,170.49428560319512,FUND1
2021-05-25,171.71681777421824,FUND1
2021-05-26,169.6063880910356,FUND1
2021-05-27,165.48187243116556,FUND1
2021-05-28,167.3096944783362,FUND1
2021-05-31,169.27830513728316,FUND1
2021-06-01,172.4025642288289,FUND1
2021-06-02,167.9265750199996,FUND1
2021-06-03,165.39778551731658,FUND1
2021-06-04,166.62618141676785,FUND1
2021-06-07,165.2695896004793,FUND1
2021-06-08,164.24536176220352,FUND1
2021-06-09,165.7834946453536,FUND1
2021-06-10,162.9883699759782,FUND1
2021-06-11,162.78570306134156,FUND1
2021-06-14,160.97889710313206,FUND1
2021-06-15,160.66596548077058,FUND1
2021-06-16,161.99159559209605,FUND1
2021-06-17,158.28142061300485,FUND1
2021-06-18,156.73936447082127,FUND1
2021-06-21,158.21216397257103,FUND1
2021-06-22,159.45185342330953,FUND1
2021-06-23,158.84258579534614,FUND1
2021-06-24,162.6766436126009,FUND1
2021-06-25,163.17315298749216,FUND1
2021-06-28,164.0900564941169,FUND1
2021-06-29,164.37130964507048,FUND1
2021-06-30,167.8616666531897,FUND1
2021-07-01,170.4439372870148,FUND1
2021-07-02,170.26330171616627,FUND1
2021-07-05,170.4904358507134,FUND1
2021-07-06,170.35118826954925,FUND1
2021-07-07,170.06641026550045,FUND1
2021-07-08,171.33764155333955,FUND1
2021-07-09,170.42493203362227,FUND1
2021-07-12,170.7483633415389,FUND1
2021-07-13,167.23702924885126,FUND1
2021-07-14,166.77081872494205,FUND1
2021-07-15,163.55222035021686,FUND1
2021-07-16,164.81640744107597,FUND1
2021-07-19,164.8144543550274,FUND1
2021-07-20,167.17611424371626,FUND1
2021-07-21,166.12688074389627,FUND1
2021-07-22,171.3683030935519,FUND1
2021-07-23,167.90692121966865,FUND1
2021-07-26,165.87159405037505,FUND1
2021-07-27,165.87159405037505,FUND1
2021-07-28,167.7242430814385,FUND1
2021-07-29,167.4298162571757,FUND1
2021-07-30,164.41403150955688,FUND1
2021-08-02,164.1807459098578,FUND1
2021-08-03,162.2060778031237,FUND1
2021-08-04,164.33304319961124,FUND1
2021-08-05,168.10872516700246,FUND1
2021-08-06,166.1725484121881,FUND1
2021-08-09,163.34485282489098,FUND1
2021-08-10,161.65911506042323,FUND1
2021-08-11,165.1556923680028,FUND1
2021-08-12,165.39292943438403,FUND1
2021-08-13,166.46558497778733,FUND1
2021-08-16,169.63336357990457,FUND1
2021-08-17,168.20939182753284,FUND1
2021-08-18,167.8841598489771,FUND1
2021-08-19,170.11206139591545,FUND1
2021-08-20,168.20876701549773,FUND1
2021-08-23,167.0322877989522,FUND1
2021-08-24,164.47676525396162,FUND1
2021-08-25,165.43393237625182,FUND1
2021-08-26,164.5462432773102,FUND1
2021-08-27,161.7640132281324,FUND1
2021-08-30,161.92277781725133,FUND1
2021-08-31,160.6500336585588,FUND1
2021-09-01,160.60393127081727,FUND1
2021-09-02,159.14978347669683,FUND1
2021-09-03,160.48054839966284,FUND1
2021-09-06,161.018327283582,FUND1
2021-09-07,157.4285668703744,FUND1
2021-09-08,157.3969864610075,FUND1
2021-09-09,156.1697874315745,FUND1
2021-09-10,152.5084436042843,FUND1
2021-09-13,156.23099400220693,FUND1
2021-09-14,159.03282228532052,FUND1
2021-09-15,157.8346645795091,FUND1
2021-09-16,158.39703792483817,FUND1
2021-09-17,159.5733985293439,FUND1
2021-09-20,163.65048556142682,FUND1
2021-09-21,166.07850807368402,FUND1
2021-09-22,164.64579764814232,FUND1
2021-09-23,163.52818526756505,FUND1
2021-09-24,159.28741718962922,FUND1
2021-09-27,159.15351787926804,FUND1
2021-09-28,156.87713691184803,FUND1
2021-09-29,153.92362263745716,FUND1
2021-09-30,154.63546638472815,FUND1
2021-10-01,154.79416678636244,FUND1
2021-10-04,154.79416678636244,FUND1
2021-10-05,157.4103032153395,FUND1
2021-10-06,156.91460249359258,FUND1
2021-10-07,160.40793311088987,FUND1
2021-10-08,160.85661442427931,FUND1
2021-10-11,163.0400788341142,FUND1
2021-10-12,165.67924741641932,FUND1
2021-10-13,166.77955447938103,FUND1
2021-10-14,164.95896078529887,FUND1
2021-10-15,164.78054338766958,FUND1
2021-10-18,163.3603071451911,FUND1
2021-10-19,162.47080658986738,FUND1
2021-10-20,162.47080658986738,FUND1
2021-10-21,166.4532558757314,FUND1
2021-10-22,162.66662372542976,FUND1
2021-10-25,160.5406137351886,FUND1
2021-10-26,160.2891488595184,FUND1
2021-10-27,160.2891488595184,FUND1
2021-10-28,154.1497237792576,FUND1
2021-10-29,153.39184718432,FUND1
2021-11-01,156.7701197323247,FUND1
2021-11-02,155.85940367496758,FUND1
2021-11-03,157.27947725851106,FUND1
2021-11-04,157.371605497919,FUND1
2021-11-05,156.90669443817774,FUND1
2021-11-08,156.98798408576516,FUND1
2021-11-09,155.83226211574353,FUND1
2021-11-10,157.05823621175796,FUND1
2021-11-11,158.1683670411265,FUND1
2021-11-12,156.0181982764117,FUND1
2021-11-15,157.37693053225343,FUND1
2021-11-16,158.12011595526866,FUND1
2021-11-17,154.95184162752855,FUND1
2021-11-18,156.17833833927557,FUND1
2021-11-19,154.13782599189514,FUND1
2021-11-22,154.7515949356565,FUND1
2021-11-23,153.79285506425623,FUND1
2021-11-24,152.96778557962443,FUND1
2021-11-25,151.54335091910787,FUND1
2021-11-26,151.46867626544093,FUND1
2021-11-29,152.84817473381642,FUND1
2021-11-30,153.66107573245833,FUND1
2021-12-01,155.2185223453683,FUND1
2021-12-02,153.2130070253314,FUND1
2021-12-03,151.2240431807116,FUND1
2021-12-06,148.2019217951796,FUND1
2021-12-07,146.85010391491943,FUND1
2021-12-08,146.01842328676636,FUND1
2021-12-09,144.69965158263832,FUND1
2021-12-10,144.2328503486951,FUND1
2021-12-13,146.02262362139746,FUND1
2021-12-14,145.31843025535687,FUND1
2021-12-15,146.8556436618496,FUND1
2021-12-16,145.65827050160172,FUND1
2021-12-17,143.6425148103758,FUND1
2021-12-20,143.9820550970292,FUND1
2021-12-21,140.93325573913248,FUND1
2021-12-22,138.3468109915085,FUND1
2021-12-23,139.56861804819667,FUND1
2021-12-24,141.26773156998266,FUND1
2021-12-27,143.27158625256868,FUND1
2021-12-28,142.3809270273761,FUND1
2021-12-29,144.28748721674444,FUND1
2021-12-30,144.36622576977797,FUND1
2021-12-31,145.26402005141333,FUND1
2022-01-03,144.7889653959867,FUND1
2022-01-04,144.74195701742133,FUND1
2022-01-05,143.73627870815207,FUND1
2022-01-06,143.3135198089153,FUND1
2022-01-07,142.97151010007366,FUND1
2022-01-10,143.3833271357646,FUND1
2022-01-11,143.44702643617035,FUND1
2022-01-12,145.26832761344747,FUND1
2022-01-13,148.97238482142902,FUND1
2022-01-14,148.21631193647272,FUND1
2022-01-17,144.4114050450617,FUND1
2022-01-18,146.78445267124215,FUND1
2022-01-19,144.62016912283616,FUND1
2022-01-20,141.8337555951917,FUND1
2022-01-21,139.05374387534138,FUND1
2022-01-24,134.58573807998215,FUND1
2022-01-25,134.60946879937578,FUND1
2022-01-26,135.50952504239834,FUND1
2022-01-27,136.65949900467393,FUND1
2022-01-28,133.91478909910686,FUND1
2022-01-31,132.8717043031619,FUND1
2022-02-01,134.1394435017697,FUND1
2022-02-02,130.04226480397375,FUND1
2022-02-03,130.04226480397375,FUND1
2022-02-04,131.05033037074597,FUND1
2022-02-07,131.05033037074597,FUND1
2022-02-08,131.44619786806123,FUND1
2022-02-09,130.70936463684163,FUND1
2022-02-10,131.59701846138535,FUND1
2022-02-11,132.09978784517043,FUND1
2022-02-14,132.09978784517043,FUND1
2022-02-15,133.65408083577373,FUND1
2022-02-16,133.32935063575263,FUND1
2022-02-17,131.75192043565093,FUND1
2022-02-18,130.54889714313634,FUND1
2022-02-21,133.31225092413163,FUND1
2022-02-22,130.89316267055565,FUND1
2022-02-23,128.9546134478393,FUND1
2022-02-24,130.01999572736798,FUND1
2022-02-25,130.30742320276207,FUND1
2022-02-28,129.87376755772698,FUND1
2022-03-01,132.10390984257577,FUND1
2022-03-02,130.94330186519932,FUND1
2022-03-03,132.69416901294122,FUND1
2022-03-04,132.51213920888165,FUND1
2022-03-07,131.43303240051014,FUND1
2022-03-08,134.26248256765817,FUND1
2022-03-09,134.47656713621618,FUND1
2022-03-10,134.35035946183592,FUND1
2022-03-11,135.611509743494,FUND1
2022-03-14,138.68678842392703,FUND1
2022-03-15,138.68678842392703,FUND1
2022-03-16,143.46104529881953,FUND1
2022-03-17,141.7013514573343,FUND1
2022-03-18,140.74966700432503,FUND1
2022-03-21,137.82276580041824,FUND1
2022-03-22,141.76378234110786,FUND1
2022-03-23,142.85482389199063,FUND1
2022-03-24,142.35672927960755,FUND1
2022-03-25,142.8571381469213,FUND1
2022-03-28,139.86138134972836,FUND1
2022-03-29,141.22872319530217,FUND1
2022-03-30,142.91808696402788,FUND1
2022-03-31,142.91808696402788,FUND1
2022-04-01,141.72057847504303,FUND1
2022-04-04,142.88624024859024,FUND1
2022-04-05,144.67423714631656,FUND1
2022-04-06,144.74062722762108,FUND1
2022-04-07,146.54003936338015,FUND1
2022-04-08,147.83347889474513,FUND1
2022-04-11,147.604962160554,FUND1
2022-04-12,151.41361954159228,FUND1
2022-04-13,150.52653980412825,FUND1
2022-04-14,148.9244860708062,FUND1
2022-04-15,150.4177077854947,FUND1
2022-04-18,151.27232143054502,FUND1
2022-04-19,153.22463243362793,FUND1
2022-04-20,154.1510053333835,FUND1
2022-04-21,155.1811616800522,FUND1
2022-04-22,156.2813975814145,FUND1
2022-04-25,155.8506519353521,FUND1
2022-04-26,154.9046954126612,FUND1
2022-04-27,154.8680139598351,FUND1
2022-04-28,156.55545068538302,FUND1
2022-04-29,157.44897671158276,FUND1
2022-05-02,157.32966022239495,FUND1
2022-05-03,155.15085766276422,FUND1
2022-05-04,153.44309384918594,FUND1
2022-05-05,153.96419595232987,FUND1
2022-05-06,150.9599118707601,FUND1
2022-05-09,151.71174034217108,FUND1
2022-05-10,149.93963864966454,FUND1
2022-05-11,149.2016623767014,FUND1
2022-05-12,145.54309123817387,FUND1
2022-05-13,145.66953222872593,FUND1
2022-05-16,146.43019423988954,FUND1
2022-05-17,148.37369434700182,FUND1
2022-05-18,149.87839716619862,FUND1
2022-05-19,151.05836017516876,FUND1
2022-05-20,151.14103349983955,FUND1
2022-05-23,149.44196494214313,FUND1
2022-05-24,149.44196494214313,FUND1
2022-05-25,155.52005522420416,FUND1
2022-05-26,156.56880277689285,FUND1
2022-05-27,156.56880277689285,FUND1
2022-05-30,159.38226306416917,FUND1
2022-05-31,159.51890174191203,FUND1
2022-06-01,156.9296737276077,FUND1
2022-06-02,156.63922505067274,FUND1
2022-06-03,155.65030882083806,FUND1
2022-06-06,154.16445682492628,FUND1
2022-06-07,154.16445682492628,FUND1
2022-06-08,155.76108912311358,FUND1
2022-06-09,155.53212722026976,FUND1
2022-06-10,157.79256871560918,FUND1
2022-06-13,156.89968213031383,FUND1
2022-06-14,158.53343175452835,FUND1
2022-06-15,163.82189211663177,FUND1
2022-06-16,162.15940302730928,FUND1
2022-06-17,159.07246949214243,FUND1
2022-06-20,159.4776426556444,FUND1
2022-06-21,158.20507617183108,FUND1
2022-06-22,158.20507617183108,FUND1
2022-06-23,158.46860835249495,FUND1
2022-06-24,160.44836581993994,FUND1
2022-06-27,159.98298875011284,FUND1
2022-06-28,161.26489463633214,FUND1
2022-06-29,161.26489463633214,FUND1
2022-06-30,158.6888711589303,FUND1
2022-07-01,158.70300590629108,FUND1
2022-07-04,161.64267678491763,FUND1
2022-07-05,160.74166218371403,FUND1
2022-07-06,159.88354739583409,FUND1
2022-07-07,159.88354739583409,FUND1
2022-07-08,161.32823578108042,FUND1
2022-07-11,161.406739136737,FUND1
2022-07-12,161.76346994441215,FUND1
2022-07-13,161.30305806130784,FUND1
2022-07-14,161.30305806130784,FUND1
2022-07-15,161.13983663317063,FUND1
2022-07-18,161.708247259533,FUND1
2022-07-19,163.07579881559258,FUND1
2022-07-20,161.42729152557814,FUND1
2022-07-21,161.11190821253828,FUND1
2022-07-22,160.47888517634473,FUND1
2022-07-25,161.0764091458666,FUND1
2022-07-26,163.29947848253238,FUND1
2022-07-27,162.11843555489853,FUND1
2022-07-28,163.71544174946578,FUND1
2022-07-29,164.1915410571893,FUND1
2022-08-01,160.26716522866508,FUND1
2022-08-02,155.54537429206957,FUND1
2022-08-03,153.9415919157114,FUND1
2022-08-04,153.9724696228546,FUND1
2022-08-05,155.35957599094817,FUND1
2022-08-08,156.3240629681863,FUND1
2022-08-09,157.68901107535635,FUND1
2022-08-10,158.25225416098817,FUND1
2022-08-11,160.28809955201095,FUND1
2022-08-12,162.5067772859199,FUND1
2022-08-15,166.0744358260405,FUND1
2022-08-16,167.95153538973605,FUND1
2022-08-17,171.02343532004247,FUND1
2022-08-18,172.20100278426088,FUND1
2022-08-19,173.6216284079983,FUND1
2022-08-22,172.30637553593203,FUND1
2022-08-23,170.88127179278482,FUND1
2022-08-24,171.1947186241896,FUND1
2022-08-25,168.57128479607493,FUND1
2022-08-26,165.91047111986356,FUND1
2022-08-29,167.75986802241232,FUND1
2022-08-30,169.47008057677587,FUND1
2022-08-31,169.40658488691,FUND1
2022-09-01,171.61210907241423,FUND1
2022-09-02,170.43482209536361,FUND1
2022-09-05,169.31361718363527,FUND1
2022-09-06,167.093967842595,FUND1
